	#%Freq (Hz)	%Mic/Source_Real	%Mic/Source_Imag
4.158500000000001E+3	-44.124394905225463E-6	-7.358598822848913E-3
4.159000000000001E+3	-42.345943663436233E-6	-7.348211213879501E-3
4.159500000000001E+3	-42.679485317459562E-6	-7.375531484691646E-3
4.160000000000001E+3	-30.818025824573269E-6	-7.353161082668131E-3
4.160500000000001E+3	-48.783392004012161E-6	-7.335491284303644E-3
4.161000000000001E+3	-68.466380272334826E-6	-7.317103349583401E-3
4.161500000000001E+3	-112.257600008325010E-6	-7.325602869775853E-3
4.162000000000001E+3	-129.271696646307290E-6	-7.318950711724414E-3
4.162500000000001E+3	-165.776396046064830E-6	-7.372776695116811E-3
4.163000000000001E+3	-136.321812255677520E-6	-7.378977906832993E-3
4.163500000000001E+3	-121.776292555224290E-6	-7.380121582428972E-3
4.164000000000001E+3	-145.775555702038480E-6	-7.365113148842058E-3
4.164500000000001E+3	-178.160868543651920E-6	-7.327139108214305E-3
4.165000000000001E+3	-251.871790502712850E-6	-7.314646088738561E-3
4.165500000000001E+3	-248.596325821540170E-6	-7.379101103424874E-3
4.166000000000001E+3	-262.457222823452730E-6	-7.371441298689952E-3
4.166500000000001E+3	-276.673124897398750E-6	-7.370590270402932E-3
4.167000000000001E+3	-236.745786836030610E-6	-7.368970472989472E-3
4.167500000000001E+3	-280.892731959924240E-6	-7.352455962803688E-3
4.168000000000001E+3	-289.388556748343510E-6	-7.323220848368177E-3
4.168500000000001E+3	-307.410142462399450E-6	-7.323343809255099E-3
4.169000000000001E+3	-347.327757598577650E-6	-7.353824805397705E-3
4.169500000000001E+3	-354.418756619080980E-6	-7.370319839182324E-3
4.170000000000001E+3	-353.138944720632470E-6	-7.371028868332459E-3
4.170500000000001E+3	-309.006090932157980E-6	-7.326328904912061E-3
4.171000000000001E+3	-338.915973017922820E-6	-7.291047524579825E-3
4.171500000000001E+3	-381.362561760361910E-6	-7.284753933255098E-3
4.172000000000001E+3	-412.803202006751490E-6	-7.286782508421074E-3
4.172500000000001E+3	-438.998854162079410E-6	-7.311226933472212E-3
4.173000000000001E+3	-460.112408138186970E-6	-7.342557071716555E-3
4.173500000000001E+3	-441.655555098732770E-6	-7.370848409565921E-3
4.174000000000001E+3	-448.408938250114770E-6	-7.354450572359483E-3
4.174500000000001E+3	-469.651768951085710E-6	-7.335270315212477E-3
4.175000000000001E+3	-469.534772543493500E-6	-7.266804886547597E-3
4.175500000000001E+3	-467.377138642590950E-6	-7.297192907710397E-3
4.176000000000001E+3	-536.404003778239100E-6	-7.314086016191898E-3
4.176500000000001E+3	-528.094006486155910E-6	-7.321081619833113E-3
4.177000000000001E+3	-527.011456810926730E-6	-7.334183111925723E-3
4.177500000000001E+3	-503.576172160951990E-6	-7.277891821184324E-3
4.178000000000001E+3	-503.988377183074840E-6	-7.287692328904765E-3
4.178500000000001E+3	-545.695306754927790E-6	-7.265386533043464E-3
4.179000000000001E+3	-596.819375424672100E-6	-7.270696665494117E-3
4.179500000000001E+3	-609.166580767430740E-6	-7.269972582063460E-3
4.180000000000001E+3	-597.440327321417990E-6	-7.332555299726922E-3
4.180500000000001E+3	-581.185660182938280E-6	-7.321126268249657E-3
4.181000000000001E+3	-611.418806503737130E-6	-7.280482658676189E-3
4.181500000000001E+3	-600.444862141824620E-6	-7.270294697803284E-3
4.182000000000001E+3	-628.939698477288940E-6	-7.281742171904132E-3
4.182500000000001E+3	-697.977838381083000E-6	-7.244457732313274E-3
4.183000000000001E+3	-699.155231306976630E-6	-7.268091902079897E-3
4.183500000000001E+3	-741.311720332506350E-6	-7.259447167524952E-3
4.184000000000001E+3	-707.093628824681350E-6	-7.274328732473603E-3
4.184500000000001E+3	-700.375416260698700E-6	-7.269625898301714E-3
4.185000000000001E+3	-688.413575476506420E-6	-7.239911107359435E-3
4.185500000000001E+3	-703.622065469364730E-6	-7.228676880268392E-3
4.186000000000001E+3	-766.348819265494340E-6	-7.238385908306737E-3
4.186500000000001E+3	-782.753310204233360E-6	-7.261256940601444E-3
4.187000000000001E+3	-768.019587337542960E-6	-7.282506615127607E-3
4.187500000000001E+3	-739.613204061444790E-6	-7.249441074739993E-3
4.188000000000001E+3	-721.440403615093880E-6	-7.222154163415272E-3
4.188500000000001E+3	-741.084644032102310E-6	-7.199645453131970E-3
4.189000000000001E+3	-792.584963544367710E-6	-7.210552795170203E-3
4.189500000000001E+3	-793.776061411831290E-6	-7.206102435054644E-3
4.190000000000001E+3	-811.244278788992790E-6	-7.221523452952871E-3
4.190500000000001E+3	-843.836189709944740E-6	-7.245032272975096E-3
4.191000000000001E+3	-823.160541449186020E-6	-7.240463992364053E-3
4.191500000000001E+3	-815.911157762809980E-6	-7.227785865536488E-3
4.192000000000001E+3	-809.386007336036120E-6	-7.195624978646498E-3
4.192500000000001E+3	-829.364826008228150E-6	-7.175730661198825E-3
4.193000000000001E+3	-887.484640829781620E-6	-7.201201700977264E-3
4.193500000000001E+3	-882.167434051284500E-6	-7.161412292414122E-3
4.194000000000001E+3	-860.264254529071990E-6	-7.201874186604242E-3
4.194500000000001E+3	-878.709570052437740E-6	-7.231221858369997E-3
4.195000000000001E+3	-863.084067678596420E-6	-7.181139233635983E-3
4.195500000000001E+3	-866.722927232925100E-6	-7.190777467869993E-3
4.196000000000001E+3	-885.748168402235520E-6	-7.160668133299977E-3
4.196500000000001E+3	-930.112819186350350E-6	-7.165939419280244E-3
4.197000000000001E+3	-936.968329277022580E-6	-7.185409737167112E-3
4.197500000000001E+3	-904.509461095094350E-6	-7.214328118455484E-3
4.198000000000001E+3	-938.741326329451410E-6	-7.221258924976882E-3
4.198500000000001E+3	-911.061846227665640E-6	-7.189790939385343E-3
4.199000000000001E+3	-903.238279615397240E-6	-7.176351359872584E-3
4.199500000000001E+3	-951.138051378349520E-6	-7.156838084944243E-3
4.200000000000001E+3	-990.884158111901210E-6	-7.151538530237978E-3
4.200500000000001E+3	-1.024255921629378E-3	-7.154193372809228E-3
4.201000000000001E+3	-1.032594928313956E-3	-7.208373272726259E-3
4.201500000000001E+3	-974.896240788287580E-6	-7.197349670184701E-3
4.202000000000001E+3	-970.704110102862130E-6	-7.176939608138154E-3
4.202500000000001E+3	-995.478870507598680E-6	-7.159485247856201E-3
4.203000000000001E+3	-998.231081583322160E-6	-7.144270211837863E-3
4.203500000000001E+3	-1.065508491756394E-3	-7.168228675190072E-3
4.204000000000001E+3	-1.053194854365400E-3	-7.142659572201496E-3
4.204500000000001E+3	-1.075291434248092E-3	-7.190927231035253E-3
4.205000000000001E+3	-1.057300407778248E-3	-7.161019442848579E-3
4.205500000000001E+3	-1.049865343303052E-3	-7.156491380658745E-3
4.206000000000001E+3	-1.037911759263515E-3	-7.132824884036142E-3
4.206500000000001E+3	-1.084041896012943E-3	-7.121278859371773E-3
4.207000000000001E+3	-1.124277135060561E-3	-7.112964504379093E-3
4.207500000000001E+3	-1.111331755357608E-3	-7.133899355819271E-3
4.208000000000001E+3	-1.108461498052919E-3	-7.144694965185457E-3
4.208500000000001E+3	-1.131133100067509E-3	-7.196363358634877E-3
4.209000000000001E+3	-1.101358746679179E-3	-7.136832511408517E-3
4.209500000000001E+3	-1.079678838079616E-3	-7.105021996718312E-3
4.210000000000001E+3	-1.110849446909003E-3	-7.077333803478833E-3
4.210500000000001E+3	-1.150494476931358E-3	-7.069561857588088E-3
4.211000000000001E+3	-1.175494833485165E-3	-7.106203884725597E-3
4.211500000000001E+3	-1.198638897646877E-3	-7.100976357205675E-3
4.212000000000001E+3	-1.171299909265044E-3	-7.120641031601485E-3
4.212500000000001E+3	-1.133662213536230E-3	-7.094700671581906E-3
4.213000000000001E+3	-1.179549038168173E-3	-7.089371539546094E-3
4.213500000000001E+3	-1.177278283996530E-3	-7.103721884231339E-3
4.214000000000001E+3	-1.215693829765703E-3	-7.081590899853561E-3
4.214500000000001E+3	-1.240296302689837E-3	-7.106994812914834E-3
4.215000000000001E+3	-1.212947335933319E-3	-7.107008246217178E-3
4.215500000000001E+3	-1.213934924245352E-3	-7.143094192779050E-3
4.216000000000001E+3	-1.190846784133343E-3	-7.101843217183791E-3
4.216500000000001E+3	-1.191875079248435E-3	-7.087512264913343E-3
4.217000000000001E+3	-1.230269812828799E-3	-7.091317353488031E-3
4.217500000000001E+3	-1.248067597514675E-3	-7.063611839069213E-3
4.218000000000001E+3	-1.280918445954854E-3	-7.100385700008389E-3
4.218500000000001E+3	-1.254232420852324E-3	-7.128796821026706E-3
4.219000000000001E+3	-1.246521725448030E-3	-7.103544469230824E-3
4.219500000000001E+3	-1.251497091931783E-3	-7.115576965236150E-3
4.220000000000001E+3	-1.241045563390660E-3	-7.109945055448316E-3
4.220500000000001E+3	-1.253378270250560E-3	-7.064951549218802E-3
4.221000000000001E+3	-1.312848757914618E-3	-7.056130738175169E-3
4.221500000000001E+3	-1.308655060764076E-3	-7.070606599352264E-3
4.222000000000001E+3	-1.315641276438882E-3	-7.097322660137272E-3
4.222500000000001E+3	-1.327991655851610E-3	-7.128476010071375E-3
4.223000000000001E+3	-1.296909589463741E-3	-7.063902163349177E-3
4.223500000000001E+3	-1.307726946799736E-3	-7.061915234211497E-3
4.224000000000001E+3	-1.321850054637203E-3	-7.059227608419676E-3
4.224500000000001E+3	-1.361179917546257E-3	-7.063108859840688E-3
4.225000000000001E+3	-1.372494936518569E-3	-7.118209081595136E-3
4.225500000000001E+3	-1.341242922130337E-3	-7.128835388943366E-3
4.226000000000001E+3	-1.355297059569803E-3	-7.108628930152106E-3
4.226500000000001E+3	-1.329316667929238E-3	-7.084148940295262E-3
4.227000000000001E+3	-1.322453036396891E-3	-7.069855915338000E-3
4.227500000000001E+3	-1.392653373165978E-3	-7.080259347099625E-3
4.228000000000001E+3	-1.431570983145276E-3	-7.057125126047805E-3
4.228500000000001E+3	-1.447565174890952E-3	-7.062839647697286E-3
4.229000000000001E+3	-1.430638424193536E-3	-7.105193802069839E-3
4.229500000000001E+3	-1.424971292210439E-3	-7.150052787585933E-3
4.230000000000001E+3	-1.422136218146095E-3	-7.146044579186547E-3
4.230500000000001E+3	-1.414649569136975E-3	-7.099026057917614E-3
4.231000000000001E+3	-1.440919216252848E-3	-7.088923356963662E-3
4.231500000000001E+3	-1.485387678723752E-3	-7.098559073447135E-3
4.232000000000001E+3	-1.506912295276604E-3	-7.122282616746663E-3
4.232500000000001E+3	-1.502761682710979E-3	-7.134692555622583E-3
4.233000000000001E+3	-1.507646584742271E-3	-7.122989186626287E-3
4.233500000000001E+3	-1.481235447359767E-3	-7.128219415180219E-3
4.234000000000001E+3	-1.517550134908334E-3	-7.074258944498275E-3
4.234500000000001E+3	-1.550965117563956E-3	-7.095967858569467E-3
4.235000000000001E+3	-1.588497822164464E-3	-7.061439223869075E-3
4.235500000000001E+3	-1.585562011980250E-3	-7.147747760774709E-3
4.236000000000001E+3	-1.615183981350872E-3	-7.134356881848702E-3
4.236500000000001E+3	-1.563041949283880E-3	-7.127442136175314E-3
4.237000000000001E+3	-1.560931167521064E-3	-7.107527885576170E-3
4.237500000000001E+3	-1.566260505503642E-3	-7.078531692398160E-3
4.238000000000001E+3	-1.621200937160016E-3	-7.049762041141396E-3
4.238500000000001E+3	-1.667184639166719E-3	-7.065744935642574E-3
4.239000000000001E+3	-1.670421506231639E-3	-7.104022637268878E-3
4.239500000000001E+3	-1.654134205761599E-3	-7.119609135055806E-3
4.240000000000001E+3	-1.656296997648291E-3	-7.109185267439536E-3
4.240500000000001E+3	-1.641395868505989E-3	-7.093383096737389E-3
4.241000000000001E+3	-1.682454363884773E-3	-7.065105267469568E-3
4.241500000000001E+3	-1.701747397322495E-3	-7.064434263180589E-3
4.242000000000001E+3	-1.731094104747518E-3	-7.068325671019672E-3
4.242500000000001E+3	-1.746559075558285E-3	-7.080673470937509E-3
4.243000000000001E+3	-1.775382172904667E-3	-7.073990187485264E-3
4.243500000000001E+3	-1.725481566925961E-3	-7.094102807120386E-3
4.244000000000001E+3	-1.712577364241909E-3	-7.063631522393968E-3
4.244500000000001E+3	-1.756084490178140E-3	-7.039230654259424E-3
4.245000000000001E+3	-1.815371663217568E-3	-7.013215210639401E-3
4.245500000000001E+3	-1.810388280714396E-3	-7.000576023870809E-3
4.246000000000001E+3	-1.856692484022918E-3	-7.064550235170561E-3
4.246500000000001E+3	-1.824073197524340E-3	-7.076594064676233E-3
4.247000000000001E+3	-1.830510122242297E-3	-7.079794104331598E-3
4.247500000000001E+3	-1.838116143118836E-3	-7.037741443590840E-3
4.248000000000001E+3	-1.814604992759467E-3	-7.004140896825425E-3
4.248500000000001E+3	-1.854366213908694E-3	-6.990289246941974E-3
4.249000000000001E+3	-1.879911943182297E-3	-6.994669842647703E-3
4.249500000000001E+3	-1.903521453899159E-3	-6.986647113696198E-3
4.250000000000001E+3	-1.931380825993402E-3	-7.021259923692562E-3
4.250500000000001E+3	-1.901542604789153E-3	-7.049474226010211E-3
4.251000000000001E+3	-1.890665012436515E-3	-6.990704083987799E-3
4.251500000000001E+3	-1.896328593111800E-3	-6.989428630705194E-3
4.252000000000001E+3	-1.930694385961342E-3	-6.968832683879756E-3
4.252500000000001E+3	-1.979546622834091E-3	-6.992850989477059E-3
4.253000000000001E+3	-2.006561492886058E-3	-7.011561112519230E-3
4.253500000000001E+3	-1.984570146969172E-3	-7.012212210961793E-3
4.254000000000001E+3	-1.991745018437190E-3	-6.972427851127960E-3
4.254500000000001E+3	-1.964724565000500E-3	-6.947600319318097E-3
4.255000000000001E+3	-1.974011261339514E-3	-6.888664997574337E-3
4.255500000000001E+3	-2.024386659161784E-3	-6.918112303448891E-3
4.256000000000001E+3	-2.054436024464367E-3	-6.908779381056909E-3
4.256500000000001E+3	-2.033111205540416E-3	-6.928009037730417E-3
4.257000000000001E+3	-2.063864557015426E-3	-6.937142851173396E-3
4.257500000000001E+3	-2.062912144184603E-3	-6.909069042544537E-3
4.258000000000001E+3	-2.042259503317284E-3	-6.951030391657653E-3
4.258500000000001E+3	-2.044733472531654E-3	-6.911582001787224E-3
4.259000000000001E+3	-2.023430456007656E-3	-6.874316000582775E-3
4.259500000000001E+3	-2.091713896288221E-3	-6.867581864252755E-3
4.260000000000001E+3	-2.076793352785427E-3	-6.888732745684916E-3
4.260500000000001E+3	-2.096786121791561E-3	-6.888654905928494E-3
4.261000000000001E+3	-2.089629571869288E-3	-6.919656685874149E-3
4.261500000000001E+3	-2.075031818549676E-3	-6.875775630621876E-3
4.262000000000001E+3	-2.077584911146216E-3	-6.832599527099262E-3
4.262500000000001E+3	-2.105317688438991E-3	-6.811370844230512E-3
4.263000000000001E+3	-2.156176186830771E-3	-6.850103952003858E-3
4.263500000000001E+3	-2.155960994832408E-3	-6.858605212938065E-3
4.264000000000001E+3	-2.161097384174235E-3	-6.868111021630453E-3
4.264500000000001E+3	-2.134307164901484E-3	-6.836227098339112E-3
4.265000000000001E+3	-2.086951804461941E-3	-6.846721536962365E-3
4.265500000000001E+3	-2.107626614564363E-3	-6.841317910181943E-3
4.266000000000001E+3	-2.130171540103610E-3	-6.784801272514230E-3
4.266500000000001E+3	-2.191889744524248E-3	-6.781193395390428E-3
4.267000000000001E+3	-2.195207527103832E-3	-6.786706728018283E-3
4.267500000000001E+3	-2.206257373493715E-3	-6.826023717215737E-3
4.268000000000001E+3	-2.171914077338509E-3	-6.827762947722357E-3
4.268500000000001E+3	-2.151293169209677E-3	-6.813751927865865E-3
4.269000000000001E+3	-2.173359501542066E-3	-6.752790885203840E-3
4.269500000000001E+3	-2.173783212070173E-3	-6.753043240091510E-3
4.270000000000001E+3	-2.204679206002936E-3	-6.787646494927112E-3
4.270500000000001E+3	-2.250286903176849E-3	-6.798243912900877E-3
4.271000000000001E+3	-2.213877134535069E-3	-6.761012849856220E-3
4.271500000000001E+3	-2.197891618982685E-3	-6.808881535664700E-3
4.272000000000001E+3	-2.190619416512687E-3	-6.760369390964555E-3
4.272500000000001E+3	-2.211146907420963E-3	-6.749280860464170E-3
4.273000000000001E+3	-2.226761199829362E-3	-6.704862932688898E-3
4.273500000000001E+3	-2.240219340841107E-3	-6.716848069535096E-3
4.274000000000001E+3	-2.265106871184655E-3	-6.730845355210523E-3
4.274500000000001E+3	-2.283921951268629E-3	-6.776090508558788E-3
4.275000000000001E+3	-2.245126329553105E-3	-6.796723059294356E-3
4.275500000000001E+3	-2.252920703333469E-3	-6.762920324928157E-3
4.276000000000001E+3	-2.266585039816809E-3	-6.696547249865616E-3
4.276500000000001E+3	-2.262958606826851E-3	-6.683524982049916E-3
4.277000000000001E+3	-2.301303065800580E-3	-6.710529439518388E-3
4.277500000000001E+3	-2.296083695790513E-3	-6.703559509186341E-3
4.278000000000001E+3	-2.332984129932576E-3	-6.732110504776080E-3
4.278500000000001E+3	-2.300258980902414E-3	-6.727998937803791E-3
4.279000000000001E+3	-2.274614936321388E-3	-6.724929886613883E-3
4.279500000000001E+3	-2.301400343847023E-3	-6.684668359860525E-3
4.280000000000001E+3	-2.318284435161876E-3	-6.666256178715142E-3
4.280500000000001E+3	-2.324122744878685E-3	-6.683220598558980E-3
4.281000000000001E+3	-2.362223528680938E-3	-6.720445678343301E-3
4.281500000000001E+3	-2.360058499085270E-3	-6.716580970770955E-3
4.282000000000001E+3	-2.334038148597299E-3	-6.692354277934085E-3
4.282500000000001E+3	-2.305840515400267E-3	-6.650502110301573E-3
4.283000000000001E+3	-2.321510586384967E-3	-6.631106834635979E-3
4.283500000000001E+3	-2.354961387644358E-3	-6.630642043382018E-3
4.284000000000001E+3	-2.384351981713508E-3	-6.661788839784585E-3
4.284500000000001E+3	-2.410607664057493E-3	-6.652964128110106E-3
4.285000000000001E+3	-2.368623095200971E-3	-6.698106614614874E-3
4.285500000000001E+3	-2.378891577996819E-3	-6.698028339571073E-3
4.286000000000001E+3	-2.366294020800950E-3	-6.673070344071521E-3
4.286500000000001E+3	-2.367831418934695E-3	-6.617534366030157E-3
4.287000000000001E+3	-2.364664768862492E-3	-6.606752957153562E-3
4.287500000000001E+3	-2.361861335440275E-3	-6.630425996538764E-3
4.288000000000001E+3	-2.388077038903712E-3	-6.646133113332462E-3
4.288500000000001E+3	-2.396482464203030E-3	-6.649438654853706E-3
4.289000000000001E+3	-2.378109541158674E-3	-6.664576464335994E-3
4.289500000000001E+3	-2.373025237882123E-3	-6.665183913794026E-3
4.290000000000001E+3	-2.388944856063808E-3	-6.628980241567208E-3
4.290500000000001E+3	-2.429822411694403E-3	-6.624474923512753E-3
4.291000000000001E+3	-2.465411408942123E-3	-6.638363348268030E-3
4.291500000000001E+3	-2.468519424416797E-3	-6.655300177257522E-3
4.292000000000001E+3	-2.455342006208637E-3	-6.672598921458228E-3
4.292500000000001E+3	-2.418181039302982E-3	-6.628657180416091E-3
4.293000000000001E+3	-2.431957525924054E-3	-6.619273593911726E-3
4.293500000000001E+3	-2.414001751697945E-3	-6.612175490330665E-3
4.294000000000001E+3	-2.460500895633679E-3	-6.603814473626256E-3
4.294500000000001E+3	-2.491628442868025E-3	-6.591565654766166E-3
4.295000000000001E+3	-2.528614111425079E-3	-6.641142772953752E-3
4.295500000000001E+3	-2.517420210198671E-3	-6.651517573506043E-3
4.296000000000001E+3	-2.499964858691001E-3	-6.655587161973476E-3
4.296500000000001E+3	-2.486238863313222E-3	-6.644245887006699E-3
4.297000000000001E+3	-2.456015785253386E-3	-6.604437040988688E-3
4.297500000000001E+3	-2.487025559733381E-3	-6.607098100119445E-3
4.298000000000001E+3	-2.526476364876749E-3	-6.596843697516134E-3
4.298500000000001E+3	-2.526133974455562E-3	-6.642796372093722E-3
4.299000000000001E+3	-2.530274613744541E-3	-6.660800968505080E-3
4.299500000000001E+3	-2.504011949264050E-3	-6.615706357590083E-3
4.300000000000001E+3	-2.504744404150866E-3	-6.599799641311582E-3
4.300500000000001E+3	-2.535657465471200E-3	-6.576821795466569E-3
4.301000000000001E+3	-2.538008158325245E-3	-6.610992158016420E-3
4.301500000000001E+3	-2.605366448124868E-3	-6.623020764706716E-3
4.302000000000001E+3	-2.601036217106938E-3	-6.637319708514299E-3
4.302500000000001E+3	-2.574744928044242E-3	-6.641206808761769E-3
4.303000000000001E+3	-2.574575494253264E-3	-6.664671727044353E-3
4.303500000000001E+3	-2.531715748093499E-3	-6.645548843593355E-3
4.304000000000001E+3	-2.558731677423217E-3	-6.593452079864451E-3
4.304500000000001E+3	-2.581161544044492E-3	-6.573415787580605E-3
4.305000000000001E+3	-2.622224566279452E-3	-6.596898657930694E-3
4.305500000000001E+3	-2.642560929430060E-3	-6.615312742816277E-3
4.306000000000001E+3	-2.642771614195010E-3	-6.647307047183589E-3
4.306500000000001E+3	-2.604584003555703E-3	-6.640645438545186E-3
4.307000000000001E+3	-2.624902600349851E-3	-6.612346586850917E-3
4.307500000000001E+3	-2.646906941122980E-3	-6.580467307725203E-3
4.308000000000001E+3	-2.652140139964807E-3	-6.560641767221296E-3
4.308500000000001E+3	-2.700998617915862E-3	-6.579854169148972E-3
4.309000000000001E+3	-2.702223449964036E-3	-6.594541044998271E-3
4.309500000000001E+3	-2.692663036689245E-3	-6.597250772740388E-3
4.310000000000001E+3	-2.676549869911878E-3	-6.634251947889589E-3
4.310500000000001E+3	-2.663385060178311E-3	-6.592943963754849E-3
4.311000000000001E+3	-2.672181207367784E-3	-6.560222042118557E-3
4.311500000000001E+3	-2.706405158021451E-3	-6.539885400532060E-3
4.312000000000001E+3	-2.728992493290444E-3	-6.522402254588131E-3
4.312500000000001E+3	-2.762447238961912E-3	-6.586001741943593E-3
4.313000000000001E+3	-2.764853185516068E-3	-6.573596840170208E-3
4.313500000000001E+3	-2.719603167810635E-3	-6.621849591274847E-3
4.314000000000001E+3	-2.701254667776628E-3	-6.611645461410595E-3
4.314500000000001E+3	-2.729890606567855E-3	-6.511282020759369E-3
4.315000000000001E+3	-2.751007583831773E-3	-6.533860753552690E-3
4.315500000000001E+3	-2.806376824405541E-3	-6.554825337971767E-3
4.316000000000001E+3	-2.832037336394830E-3	-6.586759081921195E-3
4.316500000000001E+3	-2.809485856379707E-3	-6.564923569246427E-3
4.317000000000001E+3	-2.779474561322334E-3	-6.565440869265457E-3
4.317500000000001E+3	-2.796050273353019E-3	-6.540731432530429E-3
4.318000000000001E+3	-2.790572171733936E-3	-6.554490524748544E-3
4.318500000000001E+3	-2.806080302891637E-3	-6.535918321869076E-3
4.319000000000001E+3	-2.818330924132741E-3	-6.511732678007019E-3
4.319500000000001E+3	-2.874930570561665E-3	-6.509871511860566E-3
4.320000000000001E+3	-2.869585412790652E-3	-6.569841000666489E-3
4.320500000000001E+3	-2.787637875754116E-3	-6.554456957647865E-3
4.321000000000001E+3	-2.795267251282790E-3	-6.540025084291182E-3
4.321500000000001E+3	-2.824085198765784E-3	-6.485344375441230E-3
4.322000000000001E+3	-2.863653947253509E-3	-6.476498657466567E-3
4.322500000000001E+3	-2.898117049420946E-3	-6.488653093139396E-3
4.323000000000001E+3	-2.905513807899517E-3	-6.509181726258721E-3
4.323500000000001E+3	-2.874628692408481E-3	-6.544016550988511E-3
4.324000000000001E+3	-2.899778552282124E-3	-6.552921946406021E-3
4.324500000000001E+3	-2.873095061608793E-3	-6.521327239155430E-3
4.325000000000001E+3	-2.896993529295224E-3	-6.513972955178057E-3
4.325500000000001E+3	-2.899796920408064E-3	-6.486207820776749E-3
4.326000000000001E+3	-2.931437202076225E-3	-6.485405941987391E-3
4.326500000000001E+3	-2.980132579822986E-3	-6.510109409086932E-3
4.327000000000001E+3	-2.925458070545429E-3	-6.509739707757685E-3
4.327500000000001E+3	-2.955458969065450E-3	-6.527626824906133E-3
4.328000000000001E+3	-2.930648822575562E-3	-6.523842412559819E-3
4.328500000000001E+3	-2.953310057298051E-3	-6.471862667311496E-3
4.329000000000001E+3	-2.999322998142435E-3	-6.497759223566562E-3
4.329500000000001E+3	-3.037805254704852E-3	-6.476872787662137E-3
4.330000000000001E+3	-3.042118993731235E-3	-6.504397822706362E-3
4.330500000000001E+3	-3.022066079066583E-3	-6.499102716099784E-3
4.331000000000001E+3	-2.984165653782096E-3	-6.504041448905865E-3
4.331500000000001E+3	-2.964379796736886E-3	-6.474769004426530E-3
4.332000000000001E+3	-3.007727746779544E-3	-6.462228461035058E-3
4.332500000000001E+3	-3.034517057615466E-3	-6.444008203566338E-3
4.333000000000001E+3	-3.084037823341807E-3	-6.447934916951225E-3
4.333500000000001E+3	-3.099968641848614E-3	-6.442526078503353E-3
4.334000000000001E+3	-3.089696858943289E-3	-6.465032141913823E-3
4.334500000000001E+3	-3.083602741935435E-3	-6.474157095552879E-3
4.335000000000001E+3	-3.073198950039615E-3	-6.480482508030408E-3
4.335500000000001E+3	-3.068459628170406E-3	-6.431033558002055E-3
4.336000000000001E+3	-3.081060794432715E-3	-6.404464715075706E-3
4.336500000000001E+3	-3.138005999337751E-3	-6.403501903120253E-3
4.337000000000001E+3	-3.147627903036122E-3	-6.446782625826163E-3
4.337500000000001E+3	-3.118563307225172E-3	-6.442850601973107E-3
4.338000000000001E+3	-3.118547199330560E-3	-6.434895160331110E-3
4.338500000000001E+3	-3.123872515569278E-3	-6.378968004323614E-3
4.339000000000001E+3	-3.119510333194982E-3	-6.383384193311956E-3
4.339500000000001E+3	-3.158470853987211E-3	-6.376853696438002E-3
4.340000000000001E+3	-3.183469198971223E-3	-6.344839261251469E-3
4.340500000000001E+3	-3.182108899195442E-3	-6.380258172039813E-3
4.341000000000001E+3	-3.208318741070360E-3	-6.421701938231490E-3
4.341500000000001E+3	-3.188207420406227E-3	-6.415338532085196E-3
4.342000000000001E+3	-3.143576322314307E-3	-6.403842653248488E-3
4.342500000000001E+3	-3.157174646481341E-3	-6.366752377585753E-3
4.343000000000001E+3	-3.214366216965034E-3	-6.362881852098605E-3
4.343500000000001E+3	-3.235858224199793E-3	-6.335048013889659E-3
4.344000000000001E+3	-3.240956720813465E-3	-6.358704453671762E-3
4.344500000000001E+3	-3.239785099357414E-3	-6.361974545546417E-3
4.345000000000001E+3	-3.219239666889348E-3	-6.360398245087603E-3
4.345500000000001E+3	-3.180172934967804E-3	-6.358307094304127E-3
4.346000000000001E+3	-3.227533313044512E-3	-6.322267692130845E-3
4.346500000000001E+3	-3.246224202552117E-3	-6.296676189277261E-3
4.347000000000001E+3	-3.266337786697610E-3	-6.326687759875336E-3
4.347500000000001E+3	-3.298661369446806E-3	-6.340226511337797E-3
4.348000000000001E+3	-3.268868784552481E-3	-6.336633649671916E-3
4.348500000000001E+3	-3.258636904024148E-3	-6.325526471967251E-3
4.349000000000001E+3	-3.257029896145563E-3	-6.306677829430657E-3
4.349500000000001E+3	-3.259369455980148E-3	-6.294444553927686E-3
4.350000000000001E+3	-3.288514247527342E-3	-6.266370917741230E-3
4.350500000000001E+3	-3.362396898100971E-3	-6.280386293832934E-3
4.351000000000001E+3	-3.347253757733309E-3	-6.282852142787811E-3
4.351500000000001E+3	-3.315967710534022E-3	-6.293121698792527E-3
4.352000000000001E+3	-3.275521176671029E-3	-6.341375412559577E-3
4.352500000000001E+3	-3.296401982640901E-3	-6.289534828365349E-3
4.353000000000001E+3	-3.299920230148154E-3	-6.285378618466932E-3
4.353500000000001E+3	-3.322346204281868E-3	-6.255916945353338E-3
4.354000000000001E+3	-3.333143741873184E-3	-6.262530884321564E-3
4.354500000000001E+3	-3.367890276399332E-3	-6.227923556299329E-3
4.355000000000001E+3	-3.369492295724668E-3	-6.266106421258725E-3
4.355500000000001E+3	-3.346108348537013E-3	-6.291937794910687E-3
4.356000000000001E+3	-3.351449946787249E-3	-6.251678128848736E-3
4.356500000000001E+3	-3.355091217688089E-3	-6.240819081508810E-3
4.357000000000001E+3	-3.364278468230667E-3	-6.249409913011638E-3
4.357500000000001E+3	-3.394331008500512E-3	-6.244008669740115E-3
