+2.000000E+001 	-1.129057E+000	 -7.755760E-002
+2.327759E+001 	-1.227945E+000	 -3.084260E-002
+2.655518E+001 	-1.362896E+000	 +2.328738E-002
+2.983278E+001 	-1.546895E+000	 +9.119346E-002
+3.311037E+001 	-1.817629E+000	 +1.877933E-001
+3.638796E+001 	-2.228299E+000	 +3.365351E-001
+3.966555E+001 	-2.900925E+000	 +6.295465E-001
+4.294314E+001 	-4.199539E+000	 +1.379554E+000
+4.622074E+001 	-7.075250E+000	 +4.619108E+000
+4.949833E+001 	+5.491877E+000	 +1.670634E+001
+5.277592E+001 	+6.936438E+000	 +2.014258E+000
+5.605351E+001 	+4.043513E+000	 +3.239553E-001
+5.933110E+001 	+2.821492E+000	 -1.859283E-002
+6.260870E+001 	+2.176423E+000	 -1.281768E-001
+6.588629E+001 	+1.786644E+000	 -1.702758E-001
+6.916388E+001 	+1.526867E+000	 -1.952232E-001
+7.244147E+001 	+1.347979E+000	 -2.073385E-001
+7.571906E+001 	+1.220108E+000	 -2.173465E-001
+7.899666E+001 	+1.125509E+000	 -2.255487E-001
+8.227425E+001 	+1.056860E+000	 -2.336522E-001
+8.555184E+001 	+1.007558E+000	 -2.430937E-001
+8.882943E+001 	+9.727678E-001	 -2.538633E-001
+9.210702E+001 	+9.521279E-001	 -2.668276E-001
+9.538462E+001 	+9.415057E-001	 -2.834453E-001
+9.866221E+001 	+9.440251E-001	 -3.018803E-001
+1.019398E+002 	+9.571703E-001	 -3.255475E-001
+1.052174E+002 	+9.835919E-001	 -3.550197E-001
+1.084950E+002 	+1.022831E+000	 -3.922453E-001
+1.117726E+002 	+1.079441E+000	 -4.402189E-001
+1.150502E+002 	+1.155004E+000	 -5.035437E-001
+1.183278E+002 	+1.257525E+000	 -5.873608E-001
+1.216054E+002 	+1.393467E+000	 -7.054431E-001
+1.248829E+002 	+1.584093E+000	 -8.568070E-001
+1.281605E+002 	+1.871899E+000	 -1.119504E+000
+1.314381E+002 	+2.296533E+000	 -1.538839E+000
+1.347157E+002 	+2.972417E+000	 -2.420142E+000
